Doc_ID,Topic_Number,Topic-Labe;,Topic_Percent
sc08-1_006,14,love religious family,18.0
sc04-4_007,14,love religious family,16.8
sc06-1_002,14,love religious family,16.4
sc10-4_011,14,love religious family,16.4
sc06-3_006,14,love religious family,16.0
sc25-1-4_012,14,love religious family,15.9
sc11-5_019,14,love religious family,15.7
sc06-5_003,14,love religious family,15.0
sc17-3-4_012,14,love religious family,14.4
sc06-1_013,15,state campaign bill,85.6
sc06-3_007,15,state campaign bill,84.3
sc02-3_011,15,state campaign bill,82.7
sc03-1_009,15,state campaign bill,73.1
sc02-6_009,15,state campaign bill,71.3
sc01-3_005,15,state campaign bill,70.2
sc03-2_005,15,state campaign bill,69.1
sc03-1_008,15,state campaign bill,64.6
sc02-3_004,15,state campaign bill,62.5
sc01-4_staff.010,15,state campaign bill,61.0
sc02-5_011,15,state campaign bill,60.5
sc10-2_013,15,state campaign bill,57.6
sc22-2_012,15,state campaign bill,57.1
sc06-2_004,15,state campaign bill,56.7
sc20-3_004,15,state campaign bill,56.2
sc09-2_010,15,state campaign bill,55.6
sc05-6_002,15,state campaign bill,55.6
sc02-5_007,15,state campaign bill,55.1
sc22-2_004,15,state campaign bill,54.9
sc08-6_006,15,state campaign bill,54.8
sc01-3_006,15,state campaign bill,53.3
sc01-8_010,15,state campaign bill,53.0
sc03-1_005,15,state campaign bill,52.1
sc08-3_004,15,state campaign bill,52.0
sc05-5_005,15,state campaign bill,51.7
sc02-4_010,15,state campaign bill,50.7
sc05-3_002,15,state campaign bill,50.5
sc06-3_003,15,state campaign bill,49.8
sc04-6_007,15,state campaign bill,49.6
sc04-1_002,15,state campaign bill,49.2
sc03-1_006,15,state campaign bill,48.3
sc09-2_004,15,state campaign bill,46.9
sc11-2_011,15,state campaign bill,46.8
sc05-1_009,15,state campaign bill,46.7
sc01-5_004,15,state campaign bill,46.6
sc02-6_007,15,state campaign bill,46.0
sc08-3_003,15,state campaign bill,44.1
sc02-3_005,15,state campaign bill,43.7
sc20-3_008,15,state campaign bill,43.4
sc06-1_009,15,state campaign bill,42.7
sc05-1_002,15,state campaign bill,42.2
sc13-4_013,15,state campaign bill,42.2
sc09-2_008,15,state campaign bill,40.4
sc03-2_008,15,state campaign bill,39.0
sc06-6_002,15,state campaign bill,39.0
sc15-3_008,15,state campaign bill,38.7
sc25-1-4_008,15,state campaign bill,38.7
sc03-1_010,15,state campaign bill,38.1
sc03-2_002,15,state campaign bill,38.0
sc04-4_008,15,state campaign bill,38.0
sc06-1_006,16,political national american,62.0
sc13-4_002,16,political national american,58.8
sc09-3_010,16,political national american,58.1
sc13-2_006,16,political national american,53.0
sc15-1_014,16,political national american,46.0
sc06-1_002,16,political national american,46.0
sc14-2_003,16,political national american,45.4
sc06-3_006,16,political national american,45.1
sc23-3-4_005,16,political national american,44.7
sc01-7_007,16,political national american,44.7
sc06-1_007,16,political national american,44.4
sc20-3_015,16,political national american,44.2
sc19-2_006,16,political national american,43.5
sc20-2_002,16,political national american,43.2
sc20-1_013,16,political national american,42.8
sc25-1-4_006,16,political national american,42.7
sc03-1_002,16,political national american,42.5
sc10-1_003,16,political national american,42.5
sc01-5_003,16,political national american,42.3
sc13-3_011,16,political national american,42.0
sc09-3_003,16,political national american,41.8
sc10-2_004,16,political national american,41.6
sc13-3_002,16,political national american,41.6
sc01-2_004,16,political national american,41.3
sc05-4_005,16,political national american,41.0
sc15-3_009,16,political national american,40.5
sc11-1_005,16,political national american,40.3
sc12-4_004,16,political national american,40.1
sc21-2_012,16,political national american,39.9
sc03-2_003,16,political national american,39.5
sc01-10_004,16,political national american,39.0
sc11-4_003,16,political national american,38.6
sc08-3_010,16,political national american,37.9
sc10-2_011,16,political national american,37.8
sc06-5_002,16,political national american,37.8
sc12-3_005,16,political national american,37.7
sc20-3_013,16,political national american,37.6
sc13-3_005,16,political national american,37.5
sc14-2_006,16,political national american,36.8
sc24-3-4_017,16,political national american,36.6
sc10-6_012,16,political national american,36.4
sc11-5_009,16,political national american,36.4
sc01-9_003,16,political national american,36.1
sc10-1_006,16,political national american,36.1
sc08-6_004,16,political national american,36.0
sc01-3_003,16,political national american,36.0
sc15-2_005,16,political national american,35.9
sc22-1_017,16,political national american,35.8
sc13-3_007,16,political national american,35.7
sc14-1_002,16,political national american,35.6
sc02-3_003,17,klan military police,50.0
sc10-3_009,17,klan military police,49.3
sc02-7_009,17,klan military police,46.5
sc23-3-4_004,17,klan military police,45.8
sc10-3_010,17,klan military police,44.7
sc10-5_012,17,klan military police,43.5
sc02-4_005,17,klan military police,41.7
sc15-2_010,17,klan military police,41.5
sc05-6_005,17,klan military police,40.3
sc10-4_002,17,klan military police,40.1
sc11-4_012,17,klan military police,39.0
sc16-1_004,17,klan military police,38.9
sc02-1_007,17,klan military police,38.0
sc01-3_002,17,klan military police,37.8
sc16-1_003,17,klan military police,37.5
sc24-1-2_004,17,klan military police,36.2
sc10-6_013,17,klan military police,35.6
sc06-3_002,17,klan military police,34.4
sc04-6_006,17,klan military police,34.2
sc02-8_006,17,klan military police,33.2
sc14-2_007,17,klan military police,31.9
sc04-2_004,17,klan military police,31.8
sc21-4_003,17,klan military police,31.2
sc04-2_002,17,klan military police,30.9
sc04-3_003,17,klan military police,30.3
sc16-1_005,17,klan military police,30.2
sc25-1-4_004,17,klan military police,29.3
sc04-4_003,17,klan military police,29.2
sc10-4_008,17,klan military police,28.0
sc02-6_006,17,klan military police,28.0
sc05-4_004,17,klan military police,27.9
sc24-3-4_008,17,klan military police,27.7
sc18-1_009,17,klan military police,27.3
sc01-7_003,17,klan military police,26.8
sc05-1_004,17,klan military police,26.7
sc10-5_014,17,klan military police,26.2
sc05-4_002,17,klan military police,25.2
sc09-5_011,17,klan military police,24.2
sc11-4_018,17,klan military police,23.6
sc11-3_004,17,klan military police,23.3
sc18-1_014,17,klan military police,22.9
sc23-2_007,17,klan military police,22.5
sc14-4_004,17,klan military police,22.2
sc11-4_011,17,klan military police,22.0
sc15-1_012,17,klan military police,21.8
sc24-1-2_003,17,klan military police,21.8
sc13-3_002,17,klan military police,21.3
sc21-3_005,17,klan military police,21.0
sc02-5_014,17,klan military police,20.3
sc24-3-4_014,17,klan military police,19.6
sc22-3_014,18,prison crime prisoners,52.5
sc22-3_010,18,prison crime prisoners,46.0
sc02-4_004,18,prison crime prisoners,45.1
sc23-1_007,18,prison crime prisoners,42.3
sc08-6_007,18,prison crime prisoners,41.9
sc02-2_010,18,prison crime prisoners,41.3
sc01-4_004,18,prison crime prisoners,40.3
sc01-1_005,18,prison crime prisoners,40.0
sc22-3_029,18,prison crime prisoners,39.6
sc01-5_006,18,prison crime prisoners,39.4
sc24-1-2_009,18,prison crime prisoners,38.4
sc22-3_003,18,prison crime prisoners,38.0
sc22-3_022,18,prison crime prisoners,37.6
sc22-3_032,18,prison crime prisoners,37.3
sc22-3_035,18,prison crime prisoners,36.9
sc09-5_002,18,prison crime prisoners,36.5
sc22-3_023,18,prison crime prisoners,36.4
sc08-3_011,18,prison crime prisoners,35.8
sc22-3_031,18,prison crime prisoners,35.4
sc11-2_015,18,prison crime prisoners,35.0
sc22-3_020,18,prison crime prisoners,34.9
sc12-2_004,18,prison crime prisoners,34.3
sc11-5_012,18,prison crime prisoners,33.8
sc16-1_008,18,prison crime prisoners,33.8
sc22-3_002,18,prison crime prisoners,33.7
sc22-3_017,18,prison crime prisoners,33.5
sc09-2_007,18,prison crime prisoners,32.2
sc22-3_sc-22-3.041,18,prison crime prisoners,31.6
sc15-3_006,18,prison crime prisoners,31.4
sc22-3_027,18,prison crime prisoners,31.4
sc22-3_132,18,prison crime prisoners,31.0
sc22-1_004,18,prison crime prisoners,31.0
sc11-2_009,18,prison crime prisoners,30.7
sc16-1_002,18,prison crime prisoners,30.0
sc11-4_004,18,prison crime prisoners,30.0
sc10-3_011,18,prison crime prisoners,29.2
sc08-6_002,18,prison crime prisoners,28.8
sc01-6_008,18,prison crime prisoners,28.4
sc07-2_002,18,prison crime prisoners,27.1
sc20-3_012,18,prison crime prisoners,26.5
sc08-3_006,18,prison crime prisoners,26.4
sc01-6_009,18,prison crime prisoners,25.5
sc24-1-2_002,18,prison crime prisoners,25.4
sc22-3_025,18,prison crime prisoners,25.2
sc11-3_006,18,prison crime prisoners,25.0
sc12-3_011,18,prison crime prisoners,23.5
sc25-1-4_010,18,prison crime prisoners,22.3
sc24-3-4_006,18,prison crime prisoners,22.1
sc16-3_006,18,prison crime prisoners,20.7
sc13-2_010,18,prison crime prisoners,20.3
sc08-2_005,19,plant waste environmental,76.8
sc12-5_010,19,plant waste environmental,65.0
sc08-2_004,19,plant waste environmental,61.4
sc11-4_017,19,plant waste environmental,61.2
sc06-4_003,19,plant waste environmental,58.8
sc05-2_003,19,plant waste environmental,58.6
sc06-4_002,19,plant waste environmental,53.3
sc09-4_006,19,plant waste environmental,53.3
sc06-2_005,19,plant waste environmental,53.0
sc12-5_004,19,plant waste environmental,51.1
sc01-8_006,19,plant waste environmental,50.8
sc10-4_018,19,plant waste environmental,49.7
sc18-3-4_013,19,plant waste environmental,47.8
sc04-3_008,19,plant waste environmental,43.1
sc20-4_004,19,plant waste environmental,41.9
sc06-1_008,19,plant waste environmental,41.6
sc05-6_004,19,plant waste environmental,40.9
sc04-6_008,19,plant waste environmental,39.6
sc15-1_002,19,plant waste environmental,39.3
sc01-8_007,19,plant waste environmental,34.1
sc08-4_016,19,plant waste environmental,33.7
sc06-4_006,19,plant waste environmental,32.9
sc12-5_002,19,plant waste environmental,32.3
sc01-6_004,19,plant waste environmental,31.5
sc06-6_007,19,plant waste environmental,29.9
sc18-3-4_010,19,plant waste environmental,29.4
sc08-4_015,19,plant waste environmental,28.2
sc18-3-4_002,19,plant waste environmental,23.6
sc15-2_004,19,plant waste environmental,22.2
sc10-3_013,19,plant waste environmental,19.1
sc06-4_005,19,plant waste environmental,18.9
sc11-3_002,19,plant waste environmental,15.6
sc18-3-4_008,19,plant waste environmental,14.9
sc05-4_006,19,plant waste environmental,14.4
sc20-3_0010,19,plant waste environmental,13.4
sc12-3_007,19,plant waste environmental,10.5
sc02-6_004,19,plant waste environmental,7.8
sc18-3-4_011,19,plant waste environmental,7.4
sc18-3-4_014,19,plant waste environmental,6.7
sc01-2_006,19,plant waste environmental,6.0
sc02-1_006,19,plant waste environmental,4.5
sc02-5_011,19,plant waste environmental,4.5
sc14-1_011,19,plant waste environmental,4.3
sc05-1_004,19,plant waste environmental,4.3
sc02-2_008,19,plant waste environmental,4.2
sc07-1_007,19,plant waste environmental,4.1
sc11-4_011,19,plant waste environmental,3.4
sc07-3_017,19,plant waste environmental,3.0
sc01-5_009,19,plant waste environmental,2.6
sc16-3_003,19,plant waste environmental,2.5
sc20-1_006,20,women affirmative_action racial,63.5
sc20-1_003,20,women affirmative_action racial,55.0
sc20-1_007,20,women affirmative_action racial,52.4
sc20-4_023,20,women affirmative_action racial,51.5
sc20-1_008,20,women affirmative_action racial,51.3
sc19-1_005,20,women affirmative_action racial,46.2
sc18-2_010,20,women affirmative_action racial,44.6
sc20-1_014,20,women affirmative_action racial,43.8
sc14-1_008,20,women affirmative_action racial,43.5
sc21-1_008,20,women affirmative_action racial,41.9
sc01-2_009,20,women affirmative_action racial,40.9
sc21-2_004,20,women affirmative_action racial,40.6
sc24-3-4_004,20,women affirmative_action racial,39.7
sc20-1_012,20,women affirmative_action racial,38.5
sc07-3_016,20,women affirmative_action racial,35.1
sc02-8_003,20,women affirmative_action racial,35.0
sc20-1_013,20,women affirmative_action racial,34.9
sc19-2_002,20,women affirmative_action racial,34.3
sc17-3-4_002,20,women affirmative_action racial,32.9
sc01-1_006,20,women affirmative_action racial,31.9
sc20-1_002,20,women affirmative_action racial,30.9
sc01-9_007,20,women affirmative_action racial,29.9
sc21-2_005,20,women affirmative_action racial,29.4
sc20-2_002,20,women affirmative_action racial,29.2
sc14-3_008,20,women affirmative_action racial,29.1
sc02-5_006,20,women affirmative_action racial,28.7
sc10-1_002,20,women affirmative_action racial,28.6
sc12-3_006,20,women affirmative_action racial,28.4
sc22-4_013,20,women affirmative_action racial,27.9
sc05-5_009,20,women affirmative_action racial,27.2
sc22-2_001,20,women affirmative_action racial,25.7
sc01-10_002,20,women affirmative_action racial,24.8
sc02-5_004,20,women affirmative_action racial,24.5
sc21-2_006,20,women affirmative_action racial,24.4
sc22-1_014,20,women affirmative_action racial,24.3
sc02-6_008,20,women affirmative_action racial,24.2
sc20-1_005,20,women affirmative_action racial,24.1
sc10-2_016,20,women affirmative_action racial,24.1
sc02-5_009,20,women affirmative_action racial,23.5
sc22-1_011,20,women affirmative_action racial,23.3
sc01-1_0011,20,women affirmative_action racial,23.2
sc09-5_015,20,women affirmative_action racial,23.0
sc02-8_002,20,women affirmative_action racial,22.8
sc09-5_010,20,women affirmative_action racial,22.4
sc11-6_008,20,women affirmative_action racial,22.2
sc24-3-4_006,20,women affirmative_action racial,21.4
sc22-4_008,20,women affirmative_action racial,20.1
sc14-2_002,20,women affirmative_action racial,20.0
sc23-3-4_007,20,women affirmative_action racial,19.3
sc19-1_002,20,women affirmative_action racial,18.8
